Make,Model,Year,Mileage,Engine size,Fuel type,Transmission,Condition,Drive type,Horsepower,Torque,Acceleration,Body type,Seats,Price,Condition_Original
Toyota,4Runner,2017.0,125850.0,1800.0,petrol hybrid,automatic,4.5,fwd,132.5,173.0,10.5,hatchback,5.0,,4.5
Subaru,Outback,2017.0,33300.0,2500.0,petrol,automatic,4.5,fwd,175.0,235.5,8.7,station wagon,5.0,,4.5
Toyota,4Runner,2017.0,45500.0,2500.0,petrol,automatic,4.5,fwd,132.5,173.0,10.5,hatchback,5.0,,4.5
Toyota,Hilux Pickups,2018.0,65620.0,2400.0,diesel,automatic,4.5,fwd,150.0,200.0,10.0,suv,5.0,,4.5
Toyota,Hilux Pickups,2017.0,,2400.0,diesel,automatic,4.5,fwd,150.0,200.0,10.0,suv,5.0,,4.5
Toyota,Hilux Pickups,2017.0,59800.0,2400.0,diesel,automatic,4.5,fwd,150.0,200.0,10.0,suv,5.0,,4.5
Nissan,Xtrail Mini,2017.0,79700.0,2000.0,petrol,automatic,4.5,fwd,150.0,200.0,10.0,suv,5.0,,4.5
Toyota,Hilux Pickups,2018.0,30755.0,2400.0,diesel,automatic,4.5,awd,150.0,200.0,10.0,suv,5.0,,4.5
Nissan,Xtrail Mini,2017.0,42450.0,2000.0,petrol,automatic,4.5,fwd,150.0,200.0,10.0,suv,5.0,,4.5
Volkswagen,Golf Coupe,2017.0,,1400.0,petrol,automatic,4.5,fwd,150.0,250.0,8.0,hatchback,5.0,,4.5
Toyota,Esquire,2017.0,134400.0,2000.0,petrol,automatic,4.5,fwd,150.0,193.0,9.0,mini van,7.0,,4.5
Toyota,Land Cruiser,2023.0,8475.0,3300.0,diesel,automatic,6.0,awd,150.0,200.0,10.0,suv,7.0,,6
Lexus,Lx500D,2022.0,8425.0,3300.0,diesel,automatic,6.0,awd,150.0,200.0,10.0,suv,5.0,,6
Toyota,Land Cruiser,2018.0,10000.0,4600.0,petrol,automatic,5.0,awd,150.0,200.0,10.0,suv,7.0,,5
Nissan,Xtrail Mini,2017.0,,2000.0,petrol hybrid,automatic,4.5,awd,150.0,200.0,10.0,suv,5.0,,4.5
Lexus,Lx,2017.0,61298.0,5700.0,petrol,automatic,4.5,awd,150.0,200.0,10.0,suv,7.0,,4.5
Lexus,Lx,2017.0,4000.0,5700.0,petrol,automatic,5.0,awd,150.0,200.0,10.0,suv,7.0,,5
Bmw,X6 Mini,2017.0,49428.0,3000.0,petrol,automatic,4.5,awd,265.0,500.0,6.6,suv,5.0,,4.5
Honda,Cr V Mini,2015.0,56675.0,2000.0,petrol,automatic,4.5,fwd,115.5,139.5,10.0,hatchback,5.0,,4.5
Nissan,Xtrail Mini,2017.0,67720.0,2000.0,petrol,automatic,4.5,fwd,150.0,200.0,10.0,suv,5.0,,4.5
Toyota,Hilux Pickups,2017.0,49608.0,2400.0,diesel,automatic,4.5,fwd,150.0,200.0,10.0,suv,5.0,,4.5
Volkswagen,Tiguan Mini,2017.0,45952.0,1400.0,petrol,automatic,4.5,fwd,150.0,200.0,10.0,suv,5.0,,4.5
Bmw,X6,2017.0,10873.0,3000.0,petrol,automatic,4.5,awd,434.5,575.0,5.300000000000001,suv,5.0,,4.5
Toyota,Land Cruiser Prado,2017.0,60858.0,2700.0,petrol,automatic,4.5,awd,150.0,200.0,10.0,suv,5.0,,4.5
Mazda,Axela,2017.0,97000.0,1500.0,petrol,automatic,4.5,fwd,109.5,207.0,9.9,hatchback,5.0,,4.5
Toyota,Harrier Mini,2017.0,63850.0,2000.0,petrol,automatic,4.5,fwd,132.5,173.0,10.5,hatchback,5.0,,4.5
Toyota,Hilux Pickups,2018.0,8000.0,2400.0,diesel,automatic,4.5,fwd,150.0,200.0,10.0,suv,5.0,,4.5
Land,Rover Range Rover Vogue Mini,2017.0,89000.0,3000.0,petrol,automatic,4.5,awd,150.0,200.0,10.0,suv,5.0,,4.5
Toyota,Land Cruiser Prado,2017.0,66000.0,2800.0,diesel,automatic,4.5,awd,150.0,200.0,10.0,suv,5.0,,4.5
Toyota,Land Cruiser Prado,2017.0,89000.0,2700.0,petrol,automatic,4.5,awd,150.0,200.0,10.0,suv,5.0,,4.5
Porsche,Cayenne,2018.0,115000.0,3000.0,petrol,automatic,4.5,awd,340.0,450.0,6.2,suv,5.0,,4.5
Lexus,Lx,2018.0,40000.0,5600.0,petrol,automatic,4.5,awd,150.0,200.0,10.0,suv,7.0,,4.5
Subaru,Forester Mini,2016.0,46030.0,2000.0,petrol,automatic,4.5,fwd,153.25,196.0,8.0,suv,5.0,,4.5
Toyota,Land Cruiser Prado,2017.0,31000.0,2700.0,petrol,automatic,4.5,awd,150.0,200.0,10.0,suv,5.0,,4.5
Porsche,Cayenne S Mini,2018.0,22808.0,3000.0,petrol,automatic,4.5,awd,340.0,450.0,4.9,suv,5.0,,4.5
Range,Rover Vogue,2018.0,7312.0,3000.0,petrol,automatic,4.5,awd,150.0,200.0,10.0,suv,5.0,,4.5
Range,Rover Vogue,2022.0,3550.0,3000.0,diesel,automatic,5.0,awd,150.0,200.0,10.0,suv,5.0,,5
Toyota,Land Cruiser Prado,2018.0,33000.0,2800.0,diesel,automatic,4.5,awd,150.0,200.0,10.0,suv,5.0,,4.5
Porsche,Cayenne Mini,2018.0,39000.0,3600.0,petrol,automatic,4.5,awd,340.0,450.0,4.9,suv,5.0,,4.5
Toyota,Land Cruiser,2021.0,18700.0,3300.0,diesel,automatic,4.5,awd,150.0,200.0,10.0,suv,7.0,,4.5
Toyota,Rav,2019.0,44000.0,2000.0,petrol,automatic,4.5,awd,132.5,173.0,10.5,hatchback,5.0,,4.5
Land,Rover Range Rover Velar Mini,2017.0,125000.0,3000.0,diesel,automatic,4.5,awd,150.0,200.0,10.0,suv,5.0,,4.5
Porsche,Cayenne Mini,2019.0,8700.0,3000.0,petrol,automatic,4.5,awd,340.0,450.0,4.9,suv,5.0,,4.5
Mercedes,S550 Mini,2017.0,128000.0,4700.0,petrol,automatic,4.5,awd,208.0,350.0,7.7,sedan,5.0,,4.5
Toyota,Land Cruiser Prado,2017.0,48000.0,2700.0,petrol,automatic,4.5,awd,150.0,200.0,10.0,suv,5.0,,4.5
Toyota,Land Cruiser,2021.0,257.0,3300.0,diesel,automatic,4.5,awd,150.0,200.0,10.0,suv,7.0,,4.5
Mercedes,Nan,2022.0,7300.0,2000.0,diesel,automatic,5.0,fwd,208.0,350.0,7.7,sedan,5.0,,5
Mercedes,V220,2023.0,2500.0,2000.0,diesel,automatic,5.0,fwd,163.0,380.0,11.5,van,5.0,,5
Toyota,Aqua,2017.0,57000.0,1500.0,petrol hybrid,automatic,4.5,fwd,100.0,111.0,10.0,hatchback,5.0,,4.5
Toyota,Hilux Pickups,2018.0,36800.0,2400.0,diesel,automatic,4.5,fwd,150.0,200.0,10.0,suv,5.0,,4.5
Toyota,Hilux Pickups,2018.0,54300.0,2400.0,diesel,automatic,4.5,fwd,150.0,200.0,10.0,suv,5.0,,4.5
Toyota,Hilux Pickups,2017.0,49000.0,2400.0,diesel,automatic,4.5,awd,150.0,200.0,10.0,suv,5.0,,4.5
Toyota,Hilux Pickups,2018.0,62000.0,2400.0,diesel,automatic,4.5,fwd,150.0,200.0,10.0,suv,5.0,,4.5
Mazda,Atenza,2017.0,82000.0,2200.0,diesel,automatic,4.5,fwd,173.0,420.0,8.0,sedan,5.0,,4.5
Lexus,Lx600,2022.0,4200.0,3500.0,petrol,automatic,4.5,awd,150.0,200.0,10.0,suv,5.0,,
Lexus,Rx300 Mini,2017.0,32224.0,3000.0,petrol,automatic,4.5,fwd,235.0,350.0,7.7,suv,7.0,,4.5
Toyota,Probox,2017.0,105000.0,1500.0,petrol,automatic,4.5,fwd,150.0,200.0,10.0,wagon,5.0,,4.5
Toyota,Probox,2017.0,85000.0,1500.0,petrol,automatic,4.5,fwd,150.0,200.0,10.0,wagon,5.0,,4.5
Mazda,Cx,2017.0,74000.0,2200.0,diesel,automatic,4.5,fwd,150.0,200.0,10.0,suv,5.0,,4.5
Lexus,Lx500D,2022.0,26000.0,3300.0,diesel,automatic,4.5,awd,150.0,200.0,10.0,suv,5.0,,4.5
Toyota,Probox,2017.0,124000.0,1500.0,petrol,automatic,4.5,fwd,150.0,200.0,10.0,wagon,5.0,,4.5
Subaru,Outback Mini,2017.0,34000.0,2500.0,petrol,automatic,4.5,awd,153.25,196.0,8.0,suv,5.0,,4.5
Toyota,Land Cruiser,2023.0,4800.0,3500.0,petrol,automatic,5.0,awd,150.0,200.0,10.0,suv,7.0,,5
Lexus,Lx600,2023.0,9300.0,3500.0,petrol,automatic,6.0,awd,150.0,200.0,10.0,suv,5.0,,6
Toyota,Land Cruiser,2021.0,9300.0,3300.0,diesel,automatic,5.0,awd,150.0,200.0,10.0,suv,7.0,,5
Toyota,Land Cruiser,2021.0,9600.0,3300.0,diesel,automatic,6.0,awd,150.0,200.0,10.0,suv,7.0,,6
Audi,Q3 Mini,2017.0,50980.0,1400.0,petrol,automatic,4.5,fwd,233.0,369.5,7.0,suv,5.0,,4.5
Nissan,Xtrail,2017.0,56000.0,2000.0,petrol,automatic,4.5,fwd,155.0,207.0,10.0,suv,5.0,,4.5
Toyota,Land Cruiser,2022.0,10000.0,3500.0,petrol,automatic,5.0,awd,150.0,200.0,10.0,suv,7.0,,5
Audi,Q7,2017.0,10000.0,2000.0,petrol,automatic,4.5,fwd,333.0,440.0,6.1,suv,7.0,,4.5
Toyota,Land Cruiser Sahara,2022.0,26000.0,3300.0,diesel,automatic,4.5,awd,132.5,173.0,10.5,hatchback,5.0,,4.5
Nissan,Patrol,2024.0,18.0,5700.0,petrol,automatic,5.0,awd,400.0,560.0,6.6,suv,5.0,,5
Toyota,Land Cruiser,2021.0,14000.0,3300.0,diesel,automatic,4.5,awd,150.0,200.0,10.0,suv,7.0,,4.5
Toyota,Land Cruiser,2017.0,75000.0,4600.0,petrol,automatic,4.5,awd,150.0,200.0,10.0,suv,7.0,,4.5
Porsche,Cayenne,2018.0,88500.0,3000.0,petrol,automatic,4.5,awd,340.0,450.0,6.2,suv,5.0,,4.5
Toyota,Hilux Pickups,2018.0,8280.0,2400.0,diesel,automatic,4.5,fwd,150.0,200.0,10.0,suv,5.0,,4.5
Porsche,Cayenne,2018.0,78983.0,3000.0,petrol,automatic,4.5,awd,340.0,450.0,6.2,suv,5.0,,4.5
Toyota,Land Cruiser,2017.0,128139.0,4700.0,petrol,automatic,4.5,awd,150.0,200.0,10.0,suv,7.0,,4.5
Audi,Q7,2016.0,99500.0,3000.0,petrol,automatic,4.5,awd,276.0,440.0,6.7,suv,7.0,,4.5
Lexus,Lx600,2022.0,3600.0,3500.0,petrol,automatic,4.5,awd,150.0,200.0,10.0,suv,5.0,,4.5
Lexus,Lx600,2022.0,3000.0,3500.0,petrol,automatic,5.0,awd,150.0,200.0,10.0,suv,5.0,,5
Toyota,Land Cruiser,2017.0,57000.0,4600.0,petrol,automatic,4.5,awd,150.0,200.0,10.0,suv,7.0,,4.5
Lexus,Lx,2016.0,10000.0,5700.0,petrol,automatic,4.5,awd,150.0,200.0,10.0,suv,7.0,,4.5
Toyota,Land Cruiser,2017.0,16000.0,4600.0,petrol,automatic,4.5,awd,150.0,200.0,10.0,suv,7.0,,4.5
Bmw,X6 Coupe,2016.0,90000.0,3000.0,petrol,automatic,4.5,awd,265.0,500.0,6.6,suv,5.0,,4.5
Porsche,Cayenne Mini,2017.0,39000.0,3600.0,petrol,automatic,4.5,awd,340.0,450.0,4.9,suv,5.0,,4.5
Lexus,Lx,2017.0,8000.0,5700.0,petrol,automatic,4.5,awd,150.0,200.0,10.0,suv,7.0,,4.5
Lexus,Lx600,2022.0,3600.0,3500.0,petrol,automatic,4.5,awd,150.0,200.0,10.0,suv,5.0,,4.5
Mercedes,S400,2016.0,45000.0,4700.0,petrol,automatic,4.5,awd,333.0,480.0,6.449999999999999,sedan,5.0,,4.5
Toyota,Land Cruiser,2017.0,100.0,4700.0,petrol,automatic,4.5,awd,150.0,200.0,10.0,suv,7.0,,4.5
Toyota,Land Cruiser,2016.0,100.0,4700.0,petrol,automatic,4.5,awd,150.0,200.0,10.0,suv,7.0,,4.5
Toyota,Land Cruiser,2016.0,100.0,4700.0,petrol,automatic,4.5,awd,150.0,200.0,10.0,suv,7.0,,4.5
Toyota,Hilux Pickups,2018.0,37000.0,2400.0,diesel,automatic,4.5,awd,150.0,200.0,10.0,suv,5.0,,4.5
Toyota,Hilux Pickups,2018.0,22000.0,2400.0,diesel,automatic,4.5,awd,150.0,200.0,10.0,suv,5.0,,4.5
Mercedes,C200,2017.0,3000.0,1800.0,petrol,automatic,5.0,rwd,184.0,300.0,7.4,sedan,5.0,,5
Toyota,Hilux Pickups,2018.0,38000.0,2400.0,diesel,automatic,4.5,awd,150.0,200.0,10.0,suv,5.0,,4.5
Lexus,Rx450H,2017.0,130000.0,3500.0,petrol hybrid,automatic,4.5,awd,308.0,335.0,7.7,suv,5.0,,4.5
Porsche,Cayenne Gts,2017.0,68000.0,3600.0,petrol,automatic,4.5,awd,340.0,450.0,4.9,suv,5.0,,4.5
Bmw,X6 Coupe,2017.0,47000.0,3000.0,petrol,automatic,4.5,awd,265.0,500.0,6.6,suv,5.0,,4.5
Toyota,Hilux Pickups,2018.0,52000.0,2400.0,diesel,automatic,4.5,awd,150.0,200.0,10.0,suv,5.0,,4.5
Porsche,Cayenne Mini,2017.0,75000.0,3600.0,petrol,automatic,4.5,awd,340.0,450.0,4.9,suv,5.0,,4.5
Volkswagen,Tiguan Mini,2017.0,48000.0,1400.0,petrol,automatic,4.5,fwd,150.0,200.0,10.0,suv,5.0,,4.5
Toyota,Land Cruiser Prado,2016.0,51000.0,2800.0,diesel,automatic,4.5,awd,150.0,200.0,10.0,suv,5.0,,4.5
Toyota,Land Cruiser,2022.0,92.0,3500.0,petrol,automatic,4.5,awd,150.0,200.0,10.0,suv,7.0,,4.5
Toyota,Fielder,2017.0,53000.0,1500.0,petrol,automatic,4.5,fwd,109.0,141.0,10.25,station wagon,5.0,,4.5
Lexus,Lx600,2023.0,3000.0,3500.0,petrol,automatic,5.0,awd,150.0,200.0,10.0,suv,5.0,,5
Toyota,Prius,2017.0,93000.0,1800.0,petrol hybrid,automatic,4.5,fwd,121.0,142.0,10.6,sedan,5.0,,4.5
Volkswagen,Tiguan Mini,2017.0,54000.0,1400.0,petrol,automatic,4.5,fwd,150.0,200.0,10.0,suv,5.0,,4.5
Volkswagen,Passat,2016.0,33000.0,1400.0,petrol,automatic,4.5,fwd,150.0,200.0,8.0,station wagon,5.0,,4.5
Bmw,X5 Mini,2014.0,62000.0,3000.0,diesel,automatic,4.5,fwd,265.0,500.0,6.6,suv,5.0,,4.5
Toyota,Harrier Mini,2016.0,94000.0,1800.0,petrol,automatic,4.5,fwd,132.5,173.0,10.5,hatchback,5.0,,4.5
Subaru,Forester Mini,2019.0,22000.0,2000.0,petrol,automatic,4.5,awd,153.25,196.0,8.0,suv,5.0,,4.5
Toyota,Land Cruiser Prado,2016.0,71000.0,2800.0,diesel,automatic,4.5,awd,150.0,200.0,10.0,suv,5.0,,4.5
Toyota,Fielder,2017.0,65000.0,1500.0,petrol,automatic,4.5,fwd,109.0,141.0,10.25,station wagon,5.0,,4.5
Toyota,Harrier Mini,2016.0,81000.0,2000.0,petrol,automatic,4.5,fwd,132.5,173.0,10.5,hatchback,5.0,,4.5
Audi,Q7,2016.0,93000.0,3000.0,petrol,automatic,4.5,awd,276.0,440.0,6.7,suv,7.0,,4.5
Toyota,Fielder,2016.0,154000.0,1500.0,petrol hybrid,automatic,4.5,fwd,109.0,138.0,10.0,station wagon,5.0,,4.5
Volkswagen,Tiguan Mini,2017.0,33000.0,1400.0,petrol,automatic,4.5,fwd,150.0,200.0,10.0,suv,5.0,,4.5
Suzuki,Alto,2017.0,51000.0,650.0,petrol,automatic,4.5,fwd,52.0,63.0,16.0,hatchback,2.0,,4.5
Suzuki,Alto,2017.0,40000.0,650.0,petrol,automatic,4.5,fwd,52.0,63.0,16.0,hatchback,2.0,,4.5
Mercedes,S550,2017.0,21000.0,3000.0,petrol,automatic,4.5,rwd,150.0,200.0,10.0,suv,5.0,,4.5
Subaru,Outback Mini,2017.0,91000.0,2500.0,petrol,automatic,4.5,awd,153.25,196.0,8.0,suv,5.0,,4.5
Volkswagen,Tiguan Mini,2017.0,63000.0,1400.0,petrol,automatic,4.5,fwd,150.0,200.0,10.0,suv,5.0,,4.5
Suzuki,Alto,2017.0,74000.0,650.0,petrol,automatic,4.5,fwd,52.0,63.0,16.0,hatchback,2.0,,4.5
Toyota,Vitz,2017.0,52000.0,1000.0,petrol,automatic,4.5,fwd,94.0,102.0,12.0,hatchback,5.0,,4.5
Toyota,Land Cruiser Prado,2018.0,66000.0,2800.0,diesel,automatic,4.5,awd,150.0,200.0,10.0,suv,5.0,,4.5
Lexus,Nx200T,2017.0,20000.0,2000.0,petrol,automatic,4.5,fwd,235.0,350.0,7.2,suv,5.0,,4.5
Mercedes,S550,2017.0,33000.0,4700.0,petrol,automatic,4.5,rwd,150.0,200.0,10.0,suv,5.0,,4.5
Nissan,Note,2017.0,53000.0,1200.0,petrol hybrid,automatic,4.5,fwd,97.0,147.0,10.5,hatchback,5.0,,4.5
Lexus,Lx600,2023.0,3000.0,3500.0,petrol,automatic,5.0,awd,150.0,200.0,10.0,suv,5.0,,5
Lexus,Lx500D,2023.0,100.0,3300.0,diesel,automatic,5.0,awd,150.0,200.0,10.0,suv,5.0,,5
Toyota,Land Cruiser,2022.0,16000.0,3500.0,petrol,automatic,4.5,awd,150.0,200.0,10.0,suv,7.0,,4.5
Honda,Crv,2019.0,19000.0,2000.0,petrol hybrid,automatic,4.5,awd,190.0,243.0,8.0,suv,5.0,,4.5
Lexus,Lx570,2016.0,57000.0,5700.0,petrol,automatic,5.0,awd,383.0,538.0,7.5,suv,5.0,,5
Lexus,Lx500D,2023.0,4000.0,3300.0,diesel,automatic,5.0,awd,150.0,200.0,10.0,suv,5.0,,5
Toyota,Sienta,2017.0,16000.0,1500.0,petrol,automatic,4.5,fwd,91.0,136.0,8.0,van,7.0,,4.5
Peugeot,Nan,2015.0,70000.0,1200.0,petrol,automatic,4.5,fwd,128.0,230.0,10.0,hatchback,5.0,,4.5
Toyota,Roomy,2017.0,45000.0,1000.0,petrol,automatic,4.5,fwd,132.5,173.0,10.5,hatchback,5.0,,4.5
Nissan,Xtrail,2017.0,81000.0,2000.0,petrol hybrid,automatic,4.5,awd,155.0,207.0,10.0,suv,5.0,,4.5
Honda,Fit,2017.0,52000.0,1300.0,petrol,automatic,4.5,fwd,97.0,133.5,10.0,hatchback,5.0,,4.5
Nissan,X Trail,2017.0,36000.0,2000.0,petrol,automatic,4.5,awd,150.0,200.0,10.0,suv,5.0,,4.5
Honda,Fit,2017.0,52000.0,1300.0,petrol,automatic,4.5,fwd,97.0,133.5,10.0,hatchback,5.0,,4.5
Audi,Q3,2017.0,50000.0,1400.0,petrol,automatic,4.5,fwd,180.0,280.0,7.0,suv,5.0,,4.5
Lexus,Lx,2022.0,,3500.0,petrol,automatic,5.0,awd,150.0,200.0,10.0,suv,7.0,,5
Toyota,Raize,2012.0,,1800.0,petrol,automatic,4.5,fwd,132.5,173.0,10.5,hatchback,5.0,,
Mercedes,Gle350D,2016.0,57000.0,3500.0,diesel,automatic,4.5,awd,208.0,350.0,7.7,sedan,5.0,,4.5
Volvo,Xc90,2016.0,47000.0,2000.0,petrol,automatic,4.5,awd,250.0,400.0,6.8,suv,7.0,,4.5
Toyota,Landcruiser,2023.0,7000.0,3300.0,diesel,automatic,5.0,awd,305.0,700.0,7.0,suv,5.0,,5
Porsche,Cayenne,2018.0,78000.0,3000.0,petrol,automatic,4.5,awd,340.0,450.0,6.2,suv,5.0,,4.5
Toyota,Harrier,2020.0,,2000.0,petrol,automatic,5.0,fwd,169.0,207.0,10.8,suv,5.0,,5
Toyota,Fielder,2015.0,,1500.0,petrol,automatic,4.5,fwd,109.0,138.0,11.0,station wagon,5.0,,4.5
Mercedes,S400,2015.0,,3500.0,petrol,automatic,4.5,awd,333.0,480.0,6.449999999999999,sedan,5.0,,4.5
Suzuki,Swift,2015.0,,1200.0,petrol,automatic,4.5,fwd,94.0,102.0,12.0,hatchback,5.0,,4.5
Volks,Wagen Beetle,2015.0,,1200.0,petrol,automatic,4.5,fwd,150.0,200.0,10.0,suv,5.0,,4.5
Toyota,Premio,2015.0,,1800.0,petrol,automatic,4.5,fwd,110.0,142.0,9.8,sedan,5.0,,4.5
Honda,Crv,2015.0,,2000.0,petrol,automatic,4.5,fwd,178.0,220.0,9.0,suv,5.0,,4.5
Suzuki,Alto,2015.0,,660.0,petrol,automatic,4.5,fwd,52.0,63.0,13.0,hatchback,2.0,,4.5
Toyota,Vellfire,2015.0,,2490.0,petrol,automatic,4.5,fwd,182.0,235.0,10.5,mini van,7.0,,4.5
Suzuki,Alto,2015.0,,660.0,petrol,automatic,4.5,fwd,52.0,63.0,13.0,hatchback,2.0,,4.5
Volks,Wagen Beetle,2015.0,,1200.0,petrol,automatic,4.5,fwd,150.0,200.0,10.0,suv,5.0,,4.5
Volks,Wagen Beetle,2015.0,,1200.0,petrol,automatic,4.5,fwd,150.0,200.0,10.0,suv,5.0,,4.5
Toyota,Land Cruiser,2016.0,,4700.0,petrol,automatic,4.5,awd,150.0,200.0,10.0,suv,7.0,,4.5
Toyota,Auris,2015.0,,1500.0,petrol,automatic,4.5,fwd,110.0,166.5,9.0,hatchback,5.0,,4.5
Volks,Wagen Beetle,2015.0,,1200.0,petrol,automatic,4.5,fwd,150.0,200.0,10.0,suv,5.0,,4.5
Toyota,Land Cruiser,2019.0,,2700.0,petrol,automatic,4.5,awd,150.0,200.0,10.0,suv,7.0,,4.5
Mercedes,Ml,2013.0,,2000.0,diesel,automatic,4.5,awd,208.0,350.0,7.7,sedan,5.0,,4.5
Mazda,Cx,2014.0,,2200.0,petrol,automatic,4.5,fwd,150.0,200.0,10.0,suv,5.0,,4.5
Toyota,Voxy,2014.0,,2000.0,petrol,automatic,4.5,fwd,152.0,250.0,11.0,wagon,7.0,,4.5
Toyota,Axio,2014.0,,1500.0,petrol hybrid,automatic,4.5,fwd,109.0,145.0,9.0,sedan,5.0,,4.5
Range,Rover Sports,2014.0,,3000.0,diesel,automatic,4.5,awd,150.0,200.0,10.0,suv,5.0,,4.5
Toyota,Prius,2013.0,,1800.0,petrol hybrid,automatic,4.5,fwd,121.0,142.0,10.6,hatchback,5.0,,4.5
Toyota,Fielder,2015.0,,1500.0,petrol hybrid,automatic,4.5,fwd,109.0,138.0,11.0,station wagon,5.0,,4.5
Toyota,Fielder,2015.0,,1500.0,petrol hybrid,automatic,4.5,fwd,109.0,138.0,11.0,station wagon,5.0,,4.5
Lexus,Lx,2015.0,,5700.0,petrol,automatic,4.5,awd,150.0,200.0,10.0,suv,7.0,,4.5
Toyota,Axio,2013.0,,1500.0,petrol,automatic,4.5,fwd,103.0,132.0,12.0,sedan,5.0,,4.5
Toyota,Vitz,2013.0,,1300.0,petrol,automatic,4.5,fwd,100.0,123.0,14.0,hatchback,5.0,,4.5
Porsche,Cayenne,2015.0,,3300.0,petrol,automatic,4.5,awd,279.0,550.0,7.6,suv,5.0,,4.5
Lexus,Lx,2016.0,,5700.0,petrol,automatic,4.5,awd,150.0,200.0,10.0,suv,7.0,,4.5
Lexus,Lx,2015.0,,5700.0,petrol,automatic,4.5,awd,150.0,200.0,10.0,suv,7.0,,4.5
Toyota,Land Cruiser,2016.0,,4700.0,petrol,automatic,4.5,awd,150.0,200.0,10.0,suv,7.0,,4.5
Toyota,Aqua,2015.0,,1500.0,petrol hybrid,automatic,4.5,fwd,93.25,113.75,12.0,hatchback,5.0,,4.5
Bently,Flying Super,2015.0,,1990.0,petrol,automatic,4.5,fwd,150.0,200.0,10.0,suv,5.0,,4.5
Toyota,Vitz,2016.0,,1300.0,petrol,automatic,4.5,fwd,94.0,102.0,12.0,hatchback,5.0,,4.5
Toyota,Axio,2016.0,,1500.0,petrol,automatic,4.5,fwd,109.0,132.0,11.0,sedan,5.0,,4.5
Toyota,Fielder,2016.0,,1500.0,petrol,automatic,4.5,fwd,109.0,138.0,10.0,station wagon,5.0,,4.5
Nissan,Blue Bird,2015.0,,2000.0,petrol,automatic,4.5,fwd,113.0,187.5,11.0,hatchback,5.0,,4.5
Toyota,Auris,2015.0,,1500.0,petrol,automatic,4.5,fwd,110.0,166.5,9.0,hatchback,5.0,,4.5
Toyota,Axio,2016.0,,1500.0,petrol,automatic,4.5,fwd,109.0,132.0,11.0,sedan,5.0,,4.5
Toyota,Rush,2015.0,,1500.0,petrol,automatic,4.5,awd,109.0,141.0,10.0,suv,5.0,,4.5
Toyota,Rav4,2015.0,,2400.0,petrol,automatic,4.5,awd,160.0,207.0,9.0,suv,5.0,,4.5
Toyota,Allion,2016.0,,1500.0,petrol,automatic,4.5,fwd,152.0,196.0,10.0,sedan,5.0,,4.5
Toyota,Mark X,2016.0,,2500.0,petrol,automatic,4.5,fwd,203.0,243.0,8.15,sedan,5.0,,4.5
Subaru,Impreza,2015.0,,1600.0,petrol,automatic,4.5,awd,125.0,153.5,9.5,hatchback,5.0,,4.5
Toyota,Land Cruiser,2016.0,,4700.0,petrol,automatic,4.5,awd,150.0,200.0,10.0,suv,7.0,,4.5
Volks,Wagen Beetle,2015.0,,1200.0,petrol,automatic,4.5,fwd,150.0,200.0,10.0,suv,5.0,,4.5
Lexus,Lx,2016.0,,5700.0,petrol,automatic,4.5,awd,150.0,200.0,10.0,suv,7.0,,4.5
Volkswagen,Touareg,2015.0,,3600.0,petrol,automatic,4.5,awd,282.0,550.0,6.1,suv,5.0,,4.5
Volkswagen,Touareg,2015.0,,3600.0,petrol,automatic,4.5,awd,282.0,550.0,6.1,suv,5.0,,4.5
Toyota,Mark X,2015.0,,2490.0,petrol,automatic,4.5,fwd,203.0,243.0,8.15,sedan,5.0,,4.5
Toyota,Land Cruiser Prado,2021.0,,2800.0,diesel,automatic,4.5,awd,150.0,200.0,10.0,suv,5.0,,4.5
Toyota,Aqua,2015.0,,1500.0,petrol hybrid,automatic,4.5,fwd,93.25,113.75,12.0,hatchback,5.0,,4.5
Toyota,Land Cruiser Prado,2023.0,,2700.0,petrol,automatic,5.0,awd,150.0,200.0,10.0,suv,5.0,,5
Toyota,Rav4,2015.0,,2400.0,petrol,automatic,4.5,awd,160.0,207.0,9.0,suv,5.0,,4.5
Toyota,Land Cruiser Prado,2022.0,,2700.0,petrol,automatic,5.0,awd,150.0,200.0,10.0,suv,5.0,,5
Nissan,Teana,2015.0,,2500.0,petrol,automatic,4.5,fwd,180.0,228.0,12.0,sedan,5.0,,4.5
Toyota,Mark X,2014.0,,2490.0,petrol,automatic,4.5,awd,203.0,243.0,8.15,sedan,5.0,,4.5
Toyota,Land Cruiser Prado,2016.0,,2700.0,petrol,automatic,4.5,awd,150.0,200.0,10.0,suv,5.0,,4.5
Toyota,Fielder,2016.0,,1500.0,petrol,automatic,4.5,fwd,109.0,138.0,10.0,station wagon,5.0,,4.5
Porsche,Cayenne,2016.0,,3600.0,petrol,automatic,4.5,awd,296.0,400.0,7.0,suv,5.0,,4.5
Volkswagen,Touareg,2015.0,,3600.0,petrol,automatic,4.5,awd,282.0,550.0,6.1,suv,5.0,,4.5
Volkswagen,Touareg,2016.0,,3600.0,petrol,automatic,4.5,awd,286.0,550.0,5.0,suv,5.0,,4.5
Volkswagen,Touareg,2015.0,,3600.0,petrol,automatic,4.5,awd,282.0,550.0,6.1,suv,5.0,,4.5
Volkswagen,Touareg,2016.0,,3600.0,petrol,automatic,4.5,awd,286.0,550.0,5.0,suv,5.0,,4.5
