Make,Model,Year,Mileage,Engine size,Fuel type,Transmission,Condition,Drive type,Horsepower,Torque,Acceleration,Body type,Seats,Price,Condition_Original
Subaru,Xv,2013.0,87000.0,1990.0,petrol,automatic,4.5,awd,155.0,196.0,9.7,suv,5.0,,
Toyota,Hilux Surf,1997.0,277000.0,2690.0,petrol,automatic,4.5,awd,150.0,200.0,10.0,suv,5.0,,
Nissan,Dualis,2014.0,76000.0,1990.0,petrol,automatic,4.5,fwd,150.0,200.0,10.0,suv,5.0,,
Bmw,X3,2007.0,69000.0,2990.0,petrol,automatic,4.5,awd,188.0,400.0,8.0,suv,5.0,,
Mazda,Cx5,2012.0,172000.0,2180.0,diesel,automatic,4.5,fwd,163.0,418.0,8.0,suv,5.0,,
Toyota,Corolla Fielder,2010.0,60000.0,1490.0,petrol,automatic,4.5,fwd,150.0,200.0,10.0,station wagon,5.0,,
Mazda,Cx5,2012.0,153000.0,2180.0,diesel,automatic,4.5,fwd,163.0,418.0,8.0,suv,5.0,,
Mitsubishi,Outlander,2013.0,144000.0,2350.0,petrol,automatic,4.5,awd,201.0,230.0,9.2,suv,7.0,,
Toyota,Allion,2003.0,84000.0,1790.0,petrol,automatic,4.5,fwd,110.0,145.0,10.0,sedan,5.0,,
Toyota,Noah,2012.0,190000.0,1980.0,petrol,automatic,4.5,fwd,150.0,192.0,11.0,wagon,8.0,,
Mercedes,C Class,2012.0,112000.0,1790.0,petrol,automatic,4.5,fwd,150.0,200.0,10.0,sedan,5.0,,
Volkswagen,Golf,2009.0,34000.0,1980.0,petrol,automatic,4.5,fwd,150.0,200.0,10.0,hatchback,5.0,,
Mazda,Cx5,2013.0,172000.0,2180.0,diesel,automatic,4.5,fwd,161.5,419.0,7.75,suv,5.0,,
Mazda,Cx5,2013.0,152000.0,2180.0,diesel,automatic,4.5,awd,161.5,419.0,7.75,suv,5.0,,
Mitsubishi,Canter Truck,2012.0,343000.0,2990.0,diesel,duonic,4.5,fwd,150.0,200.0,10.0,truck,6.0,,
Isuzu,Elf Truck,1992.0,219000.0,2770.0,diesel,manual,4.5,fwd,150.0,200.0,10.0,truck,3.0,,
Suzuki,Swift,2016.0,66000.0,1240.0,petrol,automatic,4.5,fwd,109.5,145.0,10.0,hatchback,5.0,,
Toyota,Voxy,2014.0,216000.0,1790.0,petrol hybrid,automatic,4.5,fwd,152.0,250.0,11.0,wagon,7.0,,
Subaru,Impreza Sport,2016.0,89000.0,1590.0,petrol,automatic,4.5,awd,150.0,200.0,10.0,hatchback,5.0,,
Toyota,Succeed Van,2016.0,163000.0,1490.0,petrol,automatic,4.5,awd,150.0,200.0,10.0,van,2.0,,
Mercedes,A Class,2012.0,62000.0,1590.0,petrol,automatic,4.5,fwd,150.0,200.0,10.0,hatchback,5.0,,
Subaru,Forester,2012.0,148000.0,1990.0,petrol,automatic,4.5,awd,146.0,196.0,9.0,suv,5.0,,
Audi,A1 Sportback,2012.0,94000.0,1380.0,petrol,automatic,4.5,fwd,150.0,200.0,10.0,hatchback,5.0,,
Nissan,Sylphy,2015.0,78000.0,1790.0,petrol,automatic,4.5,fwd,131.0,143.0,13.0,sedan,5.0,,
Toyota,Ist,2008.0,76000.0,1490.0,petrol,automatic,4.5,fwd,110.0,145.0,10.0,hatchback,5.0,,
Subaru,Impreza Sport,2016.0,71000.0,1590.0,petrol,automatic,4.5,awd,150.0,200.0,10.0,hatchback,5.0,,
Subaru,Forester,2011.0,135000.0,1990.0,petrol,automatic,4.5,awd,146.0,196.0,10.0,suv,5.0,,
Toyota,Alphard,2008.0,192000.0,3450.0,petrol,automatic,4.5,fwd,160.0,220.0,8.0,mini van,8.0,,
Toyota,Aqua,2016.0,118000.0,1490.0,petrol hybrid,automatic,4.5,fwd,87.5,116.5,13.0,hatchback,5.0,,
Toyota,Alphard,2008.0,110000.0,2360.0,petrol,automatic,4.5,fwd,160.0,220.0,8.0,mini van,8.0,,
Toyota,Corolla Fielder,2010.0,141000.0,1490.0,petrol,automatic,4.5,fwd,150.0,200.0,10.0,station wagon,5.0,,
Nissan,Nv350Caravan,2013.0,278000.0,2480.0,diesel,automatic,4.5,awd,150.0,200.0,10.0,van,2.0,,
Nissan,Nv150 Ad 2018,2017.0,224000.0,1490.0,petrol,automatic,4.5,fwd,150.0,200.0,10.0,van,2.0,,
Toyota,Corolla Fielder,2011.0,131000.0,1490.0,petrol,automatic,4.5,fwd,150.0,200.0,10.0,station wagon,5.0,,
Toyota,Hiace Wagon,1998.0,185000.0,2980.0,diesel,automatic,4.5,fwd,150.0,200.0,10.0,wagon,8.0,,
Toyota,Harrier,2006.0,140000.0,3450.0,petrol,automatic,4.5,fwd,168.0,223.0,10.0,suv,5.0,,
Toyota,Corolla Axio,2013.0,147000.0,1490.0,petrol,automatic,4.5,fwd,150.0,200.0,10.0,sedan,5.0,,
Toyota,Premio,2003.0,96000.0,1490.0,petrol,automatic,4.5,fwd,138.0,173.0,10.0,sedan,5.0,,
Toyota,Succeed Van,2016.0,151000.0,1490.0,petrol,automatic,4.5,awd,150.0,200.0,10.0,van,2.0,,
Toyota,Allion,2005.0,72000.0,1490.0,petrol,automatic,4.5,fwd,110.0,145.0,10.0,sedan,5.0,,
Toyota,Noah,2012.0,84000.0,1980.0,petrol,automatic,4.5,fwd,150.0,192.0,11.0,wagon,7.0,,
Honda,Jade,2015.0,139000.0,1500.0,petrol hybrid,automatic,4.5,fwd,150.0,190.0,9.0,hatchback,6.0,,
Mercedes,A Class,2013.0,75000.0,1590.0,petrol,automatic,4.5,fwd,150.0,200.0,10.0,hatchback,5.0,,
Bmw,X1,2014.0,88000.0,1990.0,petrol,automatic,4.5,fwd,1841.0,270.0,8.0,suv,5.0,,
Toyota,Noah,2010.0,91000.0,1980.0,petrol,automatic,4.5,fwd,150.0,192.0,11.0,wagon,8.0,,
Toyota,Dyna Routevan,2012.0,442000.0,4000.0,diesel,manual,4.5,fwd,132.5,173.0,10.5,van,3.0,,
Toyota,Allion,2003.0,114000.0,1490.0,petrol,automatic,4.5,fwd,110.0,145.0,10.0,sedan,5.0,,
Toyota,Corolla Fielder,2011.0,187000.0,1490.0,petrol,automatic,4.5,fwd,150.0,200.0,10.0,station wagon,5.0,,
Toyota,Auris,2010.0,96000.0,1490.0,petrol,automatic,4.5,fwd,110.0,166.5,9.0,hatchback,5.0,,
Mazda,Cx5,2013.0,229000.0,2180.0,diesel,automatic,4.5,fwd,161.5,419.0,7.75,suv,5.0,,
Isuzu,Elf Truck,2004.0,379000.0,4770.0,diesel,manual,4.5,fwd,150.0,200.0,10.0,truck,3.0,,
Toyota,Allion,2005.0,42000.0,1790.0,petrol,automatic,4.5,fwd,110.0,145.0,10.0,sedan,5.0,,
Hino,Dutro,2008.0,465000.0,4000.0,diesel,manual,4.5,fwd,130.0,373.0,12.0,truck,3.0,,
Toyota,Ist,2008.0,145000.0,1490.0,petrol,automatic,4.5,fwd,110.0,145.0,10.0,hatchback,5.0,,
Mazda,Atenza Sedan,2013.0,130000.0,2480.0,petrol,automatic,4.5,fwd,150.0,200.0,10.0,sedan,5.0,,
Honda,Shuttle,2016.0,226000.0,1490.0,petrol hybrid,automatic,4.5,fwd,150.0,200.0,10.0,station wagon,5.0,,
Toyota,Vitz,2016.0,98000.0,990.0,petrol,automatic,4.5,fwd,94.0,102.0,12.0,hatchback,5.0,,
Mercedes,A Class,2013.0,55000.0,1590.0,petrol,automatic,4.5,fwd,150.0,200.0,10.0,hatchback,5.0,,
Suzuki,Escudo,2004.0,154000.0,1990.0,petrol,automatic,4.5,awd,138.0,183.0,10.0,suv,5.0,,
Nissan,Nv350Caravan,2013.0,266000.0,1990.0,petrol,automatic,4.5,fwd,150.0,200.0,10.0,van,3.0,,
Nissan,Latio,2016.0,117000.0,1190.0,petrol,automatic,4.5,fwd,78.0,107.0,12.0,sedan,5.0,,
Toyota,Liteace Truck,1994.0,98000.0,1480.0,petrol,manual,4.5,fwd,150.0,200.0,10.0,truck,3.0,,
Toyota,Harrier,2004.0,190000.0,2990.0,petrol,automatic,4.5,fwd,173.0,223.0,10.0,suv,5.0,,
Toyota,Mark X 2018,2017.0,59000.0,1190.0,petrol,automatic,4.5,fwd,150.0,200.0,10.0,sedan,5.0,,
Toyota,Allion,2004.0,68000.0,1790.0,petrol,automatic,4.5,fwd,110.0,145.0,10.0,sedan,5.0,,
Mazda,Cx5,2012.0,124000.0,2180.0,diesel,automatic,4.5,fwd,163.0,418.0,8.0,suv,5.0,,
Mazda,Axela Sport,2014.0,99000.0,2180.0,diesel,automatic,4.5,fwd,150.0,200.0,10.0,hatchback,5.0,,
Toyota,Ist,2008.0,190000.0,1490.0,petrol,automatic,4.5,fwd,110.0,145.0,10.0,hatchback,5.0,,
Peugeot,2008,2016.0,93000.0,1190.0,petrol,automatic,4.5,fwd,134.0,240.0,10.2,suv,5.0,,
Mazda,Cx5,2012.0,134000.0,2180.0,diesel,automatic,4.5,fwd,163.0,418.0,8.0,suv,5.0,,
Honda,Fit 2018,2017.0,113000.0,1290.0,petrol,automatic,4.5,awd,150.0,200.0,10.0,hatchback,5.0,,
Toyota,Noah,2012.0,98000.0,1980.0,petrol,automatic,4.5,fwd,150.0,192.0,11.0,wagon,7.0,,
Subaru,Forester,2011.0,105000.0,1990.0,petrol,automatic,4.5,awd,146.0,196.0,10.0,suv,5.0,,
Mazda,Demio,2016.0,113000.0,1290.0,petrol,automatic,4.5,fwd,94.0,119.5,11.0,hatchback,5.0,,
Mazda,Cx5,2012.0,150000.0,2180.0,diesel,automatic,4.5,fwd,163.0,418.0,8.0,suv,5.0,,
Toyota,Succeed Van,2016.0,171000.0,1490.0,petrol,automatic,4.5,awd,150.0,200.0,10.0,van,2.0,,
Toyota,Noah,2012.0,103000.0,1980.0,petrol,automatic,4.5,fwd,150.0,192.0,11.0,wagon,8.0,,
Toyota,Corolla Fielder,2012.0,208000.0,1500.0,petrol,automatic,4.5,fwd,150.0,200.0,10.0,station wagon,5.0,,
Toyota,Townace Truck,2003.0,99000.0,1780.0,petrol,automatic,4.5,fwd,150.0,200.0,10.0,truck,3.0,,
Toyota,Corolla Fielder,2011.0,178000.0,1490.0,petrol,automatic,4.5,fwd,150.0,200.0,10.0,station wagon,5.0,,
Subaru,Impreza Sport,2016.0,83000.0,1990.0,petrol,automatic,4.5,awd,150.0,200.0,10.0,hatchback,5.0,,
Nissan,Sylphy,2016.0,121000.0,1790.0,petrol,automatic,4.5,fwd,126.0,174.0,11.5,sedan,5.0,,
Toyota,Succeed Van,2014.0,144000.0,1490.0,petrol,automatic,4.5,fwd,150.0,200.0,10.0,van,2.0,,
Honda,Fit 2018,2017.0,192000.0,1490.0,petrol hybrid,automatic,4.5,fwd,150.0,200.0,10.0,hatchback,5.0,,
Mitsubishi,Mirage 2019,2019.0,69000.0,1190.0,petrol,automatic,4.5,fwd,144.0,190.0,11.0,hatchback,5.0,,
Volvo,Xc60,2012.0,96000.0,1990.0,petrol,automatic,4.5,fwd,240.0,320.0,7.9,suv,5.0,,
Hino,Dutro Hybrid,2007.0,354000.0,4000.0,diesel hybrid,manual,4.5,fwd,150.0,200.0,10.0,truck,2.0,10699.0,
Mazda,Cx5,2013.0,161000.0,2180.0,diesel,automatic,4.5,fwd,161.5,419.0,7.75,suv,5.0,,
Toyota,Corolla Fielder,2013.0,198000.0,1490.0,petrol,automatic,4.5,fwd,150.0,200.0,10.0,station wagon,5.0,,
Mazda,Cx5,2012.0,135000.0,2180.0,diesel,automatic,4.5,fwd,163.0,418.0,8.0,suv,5.0,,
Toyota,Alphard,2008.0,147000.0,2360.0,petrol,automatic,4.5,fwd,160.0,220.0,8.0,mini van,8.0,,
Toyota,Noah,2012.0,93000.0,1980.0,petrol,automatic,4.5,fwd,150.0,192.0,11.0,wagon,7.0,,
Honda,Jade,2016.0,138000.0,1490.0,petrol hybrid,automatic,4.5,fwd,138.0,155.0,9.0,hatchback,6.0,,
Subaru,Forester,2011.0,106000.0,1990.0,petrol,automatic,4.5,awd,146.0,196.0,10.0,suv,5.0,,
Toyota,Harrier,2005.0,158000.0,2990.0,petrol,automatic,4.5,fwd,155.0,193.0,9.5,suv,5.0,,
Suzuki,Escudo,2009.0,70000.0,2390.0,petrol,automatic,4.5,awd,138.0,183.0,10.2,suv,5.0,,
Toyota,Allion,2004.0,90000.0,1490.0,petrol,automatic,4.5,fwd,110.0,145.0,10.0,sedan,5.0,,
Toyota,Allion,2004.0,91000.0,1490.0,petrol,automatic,4.5,fwd,110.0,145.0,10.0,sedan,5.0,,
Mazda,Cx5,2014.0,210000.0,2180.0,diesel,automatic,4.5,awd,163.0,418.0,8.0,suv,5.0,,
Mazda,Titan,2006.0,200000.0,1990.0,diesel,manual,4.5,fwd,150.0,200.0,10.0,truck,3.0,,
Honda,Fit 2018,2017.0,75000.0,990.0,petrol,automatic,4.5,fwd,150.0,200.0,10.0,hatchback,5.0,,
Toyota,Auris,2010.0,26000.0,1490.0,petrol,automatic,4.5,fwd,110.0,166.5,9.0,hatchback,5.0,,
Toyota,Toyoace Truck,2003.0,83000.0,1990.0,petrol,manual,4.5,fwd,150.0,200.0,10.0,truck,3.0,,
Toyota,Premio,2010.0,160000.0,1790.0,petrol,automatic,4.5,awd,138.0,173.0,10.0,sedan,5.0,,
Mercedes,B Class,2015.0,78000.0,1590.0,petrol,automatic,4.5,fwd,150.0,200.0,10.0,hatchback,5.0,,
Toyota,Toyoace Truck 2019,2019.0,173000.0,650.0,petrol,manual,4.5,fwd,150.0,200.0,10.0,truck,2.0,,
Toyota,Vitz,2016.0,52000.0,990.0,petrol,automatic,4.5,fwd,94.0,102.0,12.0,hatchback,5.0,,
Mercedes,C Class,2010.0,78000.0,1790.0,petrol,automatic,4.5,fwd,150.0,200.0,10.0,sedan,5.0,,
Toyota,Probox Van,2015.0,155000.0,1490.0,petrol,automatic,4.5,fwd,150.0,200.0,10.0,van,2.0,,
Nissan,Teana,2016.0,104000.0,2480.0,petrol,automatic,4.5,fwd,180.0,228.0,10.0,sedan,5.0,,
Toyota,Prius Alpha,2012.0,148000.0,1790.0,petrol hybrid,automatic,4.5,fwd,150.0,200.0,10.0,station wagon,5.0,,
Bmw,2 Series,2016.0,96000.0,1490.0,petrol,automatic,4.5,fwd,265.0,500.0,6.6,hatchback,5.0,,
Toyota,Toyoace Truck,2005.0,198000.0,4000.0,diesel,automatic,4.5,fwd,150.0,200.0,10.0,truck,3.0,,
Mazda,Axela Sport,2014.0,200000.0,1490.0,petrol,automatic,4.5,fwd,150.0,200.0,10.0,hatchback,5.0,,
Toyota,Corolla Fielder,2014.0,173000.0,1490.0,petrol,automatic,4.5,fwd,150.0,200.0,10.0,station wagon,5.0,,
Mercedes,C Class,2010.0,96000.0,1790.0,petrol,automatic,4.5,fwd,150.0,200.0,10.0,sedan,5.0,,
Toyota,Corolla Axio,2012.0,44000.0,1490.0,petrol,automatic,4.5,fwd,150.0,200.0,10.0,sedan,5.0,,
Bmw,X1,2013.0,70000.0,1990.0,petrol,automatic,4.5,awd,150.0,258.0,8.0,suv,5.0,,
Toyota,Noah,2012.0,121000.0,1980.0,petrol,automatic,4.5,fwd,150.0,192.0,11.0,wagon,8.0,,
Toyota,Corolla Fielder,2010.0,224000.0,1500.0,petrol,automatic,4.5,fwd,150.0,200.0,10.0,station wagon,5.0,,
Isuzu,Elf Truck,2011.0,587000.0,2990.0,diesel,manual,4.5,fwd,150.0,200.0,10.0,truck,2.0,11322.0,
Mazda,Cx5,2013.0,183000.0,2180.0,diesel,automatic,4.5,fwd,161.5,419.0,7.75,suv,5.0,,
Toyota,Corolla Axio,2014.0,46000.0,1490.0,petrol hybrid,automatic,4.5,fwd,150.0,200.0,10.0,sedan,5.0,,
Bmw,X3,2008.0,61000.0,2990.0,petrol,automatic,4.5,awd,188.0,400.0,8.0,suv,5.0,,
Nissan,Xtrail,2014.0,228000.0,1990.0,petrol,automatic,4.5,awd,148.0,207.0,10.0,suv,5.0,,
Toyota,Corolla Axio,2010.0,99000.0,1490.0,petrol,automatic,4.5,fwd,150.0,200.0,10.0,sedan,5.0,,
Toyota,Hiace Wagon,2003.0,154000.0,2980.0,diesel,automatic,4.5,fwd,150.0,200.0,10.0,wagon,8.0,,
Toyota,Allion,2002.0,103000.0,1790.0,petrol,automatic,4.5,fwd,110.0,145.0,10.0,sedan,5.0,,
Suzuki,Escudo,2004.0,219000.0,1990.0,petrol,automatic,4.5,awd,138.0,183.0,10.0,suv,5.0,,
Mitsubishi,Outlander Phev,2014.0,181000.0,1990.0,petrol hybrid,automatic,4.5,awd,150.0,200.0,10.0,suv,5.0,,
Toyota,Noah,2012.0,157000.0,2000.0,petrol,automatic,4.5,fwd,150.0,192.0,11.0,wagon,8.0,,
Mitsubishi,Canter Truck,2003.0,250000.0,5240.0,diesel,manual,4.5,fwd,150.0,200.0,10.0,truck,3.0,,
Suzuki,Swift,2015.0,96000.0,1240.0,petrol,automatic,4.5,fwd,94.0,102.0,12.0,hatchback,5.0,,
Mazda,Cx5,2012.0,124000.0,2180.0,diesel,automatic,4.5,fwd,163.0,418.0,8.0,suv,5.0,,
Toyota,Corolla Fielder,2009.0,196000.0,1490.0,petrol,automatic,4.5,fwd,150.0,200.0,10.0,station wagon,5.0,,
Toyota,Allion,2002.0,130000.0,1490.0,petrol,automatic,4.5,fwd,110.0,145.0,10.0,sedan,5.0,,
Toyota,Probox Van,2016.0,117000.0,1320.0,petrol,automatic,4.5,fwd,150.0,200.0,10.0,van,2.0,,
Mitsubishi,Delica D5,2013.0,240000.0,2260.0,diesel,automatic,4.5,awd,150.0,200.0,10.0,wagon,7.0,,
Mazda,Bongo Truck,2005.0,233000.0,1780.0,petrol,manual,4.5,fwd,150.0,200.0,10.0,truck,3.0,,
Toyota,Corolla Axio,2009.0,18000.0,1490.0,petrol,automatic,4.5,fwd,150.0,200.0,10.0,sedan,5.0,,
Toyota,Allion,2004.0,102000.0,1490.0,petrol,automatic,4.5,fwd,110.0,145.0,10.0,sedan,5.0,,
Toyota,Ractis,2016.0,160000.0,1320.0,petrol,automatic,4.5,fwd,110.0,140.0,11.0,hatchback,5.0,,
Toyota,Aqua,2016.0,103000.0,1490.0,petrol hybrid,automatic,4.5,fwd,87.5,116.5,13.0,hatchback,5.0,,
Toyota,Premio,2005.0,139000.0,1790.0,petrol,automatic,4.5,fwd,138.0,173.0,11.0,sedan,5.0,,
Mazda,Demio,2015.0,128000.0,1500.0,diesel,automatic,4.5,awd,88.5,107.5,11.0,hatchback,5.0,,
Subaru,Forester,2011.0,85000.0,1990.0,petrol,automatic,4.5,awd,146.0,196.0,10.0,suv,5.0,,
Honda,Shuttle,2016.0,206000.0,1490.0,petrol hybrid,automatic,4.5,fwd,150.0,200.0,10.0,station wagon,5.0,,
Toyota,Corolla Axio,2014.0,151000.0,1490.0,petrol hybrid,automatic,4.5,fwd,150.0,200.0,10.0,sedan,5.0,,
Bmw,5 Series,2013.0,91000.0,1990.0,petrol,automatic,4.5,fwd,150.0,200.0,10.0,sedan,5.0,,
Toyota,Noah,2012.0,200000.0,1980.0,petrol,automatic,4.5,fwd,150.0,192.0,11.0,wagon,7.0,,
Mazda,Titan,2004.0,252000.0,1990.0,petrol,manual,4.5,fwd,150.0,200.0,10.0,truck,3.0,,
Nissan,Serena,2016.0,104000.0,1990.0,petrol hybrid,automatic,4.5,fwd,135.0,195.0,12.0,mini van,8.0,,
Nissan,Serena,2016.0,118000.0,1990.0,petrol hybrid,automatic,4.5,fwd,135.0,195.0,12.0,mini van,8.0,,
Honda,Crv,2011.0,182000.0,2350.0,petrol,automatic,4.5,awd,178.0,220.0,9.0,suv,5.0,,
Mazda,Demio,2015.0,89000.0,1290.0,petrol,automatic,4.5,fwd,88.5,107.5,11.0,hatchback,5.0,,
Nissan,Note 2019,2019.0,144000.0,1190.0,petrol,automatic,4.5,fwd,150.0,200.0,10.0,hatchback,5.0,,
Chrysler,Jeep Jeep Compass,2016.0,156000.0,2350.0,petrol,automatic,4.5,awd,150.0,200.0,10.0,suv,5.0,,
Toyota,Ist,2008.0,168000.0,1490.0,petrol,automatic,4.5,fwd,110.0,145.0,10.0,hatchback,5.0,,
Volkswagen,Golf,2014.0,83000.0,1190.0,petrol,automatic,4.5,fwd,150.0,200.0,10.0,hatchback,5.0,,
Nissan,Serena,2016.0,180000.0,1990.0,petrol hybrid,automatic,4.5,fwd,135.0,195.0,12.0,mini van,8.0,,
Nissan,Juke,2013.0,156000.0,1610.0,petrol,automatic,4.5,awd,200.0,250.0,7.0,suv,5.0,,
Toyota,Harrier,2007.0,195000.0,3450.0,petrol,automatic,4.5,fwd,173.0,223.0,11.0,suv,5.0,,
Toyota,Ist,2011.0,215000.0,1490.0,petrol,automatic,4.5,fwd,110.0,145.0,10.0,hatchback,5.0,,
Toyota,Prius Alpha,2012.0,220000.0,1790.0,petrol hybrid,automatic,4.5,fwd,150.0,200.0,10.0,station wagon,5.0,,
Mitsubishi,Pajero,2004.0,138000.0,2970.0,petrol,automatic,4.5,awd,168.0,277.0,11.0,suv,7.0,,
Toyota,Alphard,2010.0,127000.0,2360.0,petrol,automatic,4.5,fwd,162.0,235.0,15.0,mini van,8.0,,
Mazda,Axela Sport,2014.0,87000.0,1990.0,petrol,automatic,4.5,fwd,150.0,200.0,10.0,hatchback,5.0,,
Honda,Fit 2018,2017.0,114000.0,990.0,petrol,automatic,4.5,fwd,150.0,200.0,10.0,hatchback,5.0,,
Honda,Fit 2018,2017.0,95000.0,990.0,petrol,automatic,4.5,fwd,150.0,200.0,10.0,hatchback,5.0,,
Honda,Fit 2018,2017.0,108000.0,990.0,petrol,automatic,4.5,fwd,150.0,200.0,10.0,hatchback,5.0,,
Volkswagen,Golf Variant,2015.0,102000.0,1190.0,petrol,automatic,4.5,fwd,138.0,250.0,8.4,station wagon,5.0,,
Toyota,Corolla Fielder,2010.0,181000.0,1490.0,petrol,automatic,4.5,fwd,150.0,200.0,10.0,station wagon,5.0,,
Suzuki,Escudo,2012.0,110000.0,2390.0,petrol,manual,4.5,awd,138.0,183.0,10.0,suv,5.0,,
Toyota,Probox Van,2015.0,128000.0,1490.0,petrol,automatic,4.5,fwd,150.0,200.0,10.0,van,2.0,,
Mitsubishi,Canter Truck,2016.0,163000.0,2990.0,diesel,duonic,4.5,fwd,150.0,200.0,10.0,truck,3.0,,
Mazda,Cx5,2012.0,150000.0,2180.0,diesel,automatic,4.5,fwd,163.0,418.0,8.0,suv,5.0,,
Bmw,X1,2014.0,88000.0,1990.0,petrol,automatic,4.5,awd,1841.0,270.0,8.0,suv,5.0,,
Mercedes,C Class,2008.0,68000.0,1790.0,petrol,automatic,4.5,fwd,150.0,200.0,10.0,sedan,5.0,,
Mitsubishi,Rvr,2013.0,165000.0,1790.0,petrol,automatic,4.5,fwd,137.0,172.0,10.0,suv,5.0,,
Subaru,Impreza,2005.0,124000.0,1990.0,petrol,automatic,4.5,awd,100.0,142.0,10.0,sedan,5.0,,
Honda,Shuttle,2015.0,112000.0,1490.0,petrol hybrid,automatic,4.5,fwd,150.0,200.0,10.0,station wagon,5.0,,
Toyota,Prius Alpha,2013.0,100000.0,1790.0,petrol hybrid,automatic,4.5,fwd,150.0,200.0,10.0,station wagon,5.0,,
Mitsubishi,Outlander,2011.0,114000.0,1990.0,petrol,automatic,4.5,fwd,201.0,230.0,9.2,suv,7.0,,
Toyota,Corolla Axio,2013.0,97000.0,1490.0,petrol hybrid,automatic,4.5,fwd,150.0,200.0,10.0,sedan,5.0,,
Mazda,Axela Sport,2014.0,93000.0,2180.0,diesel,automatic,4.5,fwd,150.0,200.0,10.0,hatchback,5.0,,
Toyota,Vitz,2015.0,14000.0,1320.0,petrol,automatic,4.5,fwd,94.0,102.0,12.0,hatchback,5.0,,
Toyota,Mark X,2014.0,128000.0,2490.0,petrol,automatic,4.5,awd,203.0,243.0,8.15,sedan,5.0,,
Toyota,Succeed Van,2014.0,127000.0,1490.0,petrol,automatic,4.5,fwd,150.0,200.0,10.0,van,2.0,,
Toyota,Rush,2008.0,164000.0,1490.0,petrol,manual,4.5,awd,109.0,141.0,10.0,suv,5.0,,
Subaru,Forester,2012.0,149000.0,1990.0,petrol,automatic,4.5,awd,146.0,196.0,9.0,suv,5.0,,
Audi,A3,2015.0,197000.0,1390.0,petrol,automatic,4.5,fwd,150.0,250.0,8.0,hatchback,5.0,,
Toyota,Vitz,2016.0,128000.0,1320.0,petrol,automatic,4.5,awd,94.0,102.0,12.0,hatchback,5.0,,
Audi,A1 Sportback,2013.0,109000.0,1380.0,petrol,automatic,4.5,fwd,150.0,200.0,10.0,hatchback,5.0,,
Toyota,Corolla Axio,2009.0,39000.0,1490.0,petrol,automatic,4.5,fwd,150.0,200.0,10.0,sedan,5.0,,
Toyota,Aqua,2015.0,95000.0,1490.0,petrol hybrid,automatic,4.5,fwd,93.25,113.75,12.0,hatchback,5.0,,
Nissan,Note 2019,2019.0,126000.0,1190.0,petrol,automatic,4.5,fwd,150.0,200.0,10.0,hatchback,5.0,,
Toyota,Celica,2004.0,153000.0,1790.0,petrol,manual,4.5,fwd,132.5,173.0,10.5,coupe,4.0,,
Mazda,Axela Sport,2016.0,200000.0,1490.0,petrol,automatic,4.5,fwd,150.0,200.0,10.0,hatchback,5.0,,
Mitsubishi,Pajero,2006.0,111000.0,2970.0,petrol,automatic,4.5,awd,158.0,245.0,11.0,suv,7.0,,
Lexus,Is250,2011.0,170000.0,2490.0,petrol,automatic,4.5,fwd,150.0,200.0,10.0,sedan,5.0,,
Mitsubishi,Outlander Phev,2014.0,243000.0,1990.0,petrol hybrid,automatic,4.5,awd,150.0,200.0,10.0,suv,5.0,,
Toyota,Allex,2006.0,91000.0,1490.0,petrol,automatic,4.5,fwd,150.0,200.0,10.0,hatchback,5.0,,
Nissan,Vanette Truck,2002.0,87000.0,1780.0,petrol,manual,4.5,fwd,150.0,200.0,10.0,truck,3.0,,
Nissan,Xtrail,2013.0,150000.0,1990.0,petrol,automatic,4.5,awd,155.0,207.0,10.0,suv,5.0,,
Toyota,Corolla Fielder,2013.0,197000.0,1490.0,petrol,automatic,4.5,fwd,150.0,200.0,10.0,station wagon,5.0,,
Audi,A1 Sportback,2013.0,74000.0,1380.0,petrol,automatic,4.5,fwd,150.0,200.0,10.0,hatchback,5.0,,
Subaru,Forester,2012.0,121000.0,1990.0,petrol,automatic,4.5,awd,146.0,196.0,9.0,suv,5.0,,
Mazda,Axela Sport,2014.0,128000.0,1990.0,petrol,automatic,4.5,fwd,150.0,200.0,10.0,hatchback,5.0,,
Toyota,Auris,2008.0,121000.0,1490.0,petrol,automatic,4.5,fwd,116.0,185.0,9.0,hatchback,5.0,,
Mazda,Axela Sport,2014.0,133000.0,1990.0,petrol,automatic,4.5,fwd,150.0,200.0,10.0,hatchback,5.0,,
Toyota,Probox Van,2015.0,198000.0,1490.0,petrol,automatic,4.5,fwd,150.0,200.0,10.0,van,2.0,,
Toyota,Vitz,2016.0,94000.0,990.0,petrol,automatic,4.5,fwd,94.0,102.0,12.0,hatchback,5.0,,
Toyota,Succeed Van,2015.0,130000.0,1490.0,petrol,automatic,4.5,fwd,150.0,200.0,10.0,van,2.0,,
Toyota,Aqua,2015.0,100000.0,1490.0,petrol hybrid,automatic,4.5,fwd,93.25,113.75,12.0,hatchback,5.0,,
Toyota,Corolla Axio,2010.0,97000.0,1490.0,petrol,automatic,4.5,fwd,150.0,200.0,10.0,sedan,5.0,,
Honda,Freed Hybrid,2015.0,87000.0,1490.0,petrol hybrid,automatic,4.5,fwd,150.0,200.0,10.0,mini van,6.0,,
Nissan,Vanette Truck,2000.0,128000.0,1780.0,petrol,manual,4.5,fwd,150.0,200.0,10.0,truck,3.0,,
