mileage,year_of_production,horse_power,engine_size,seats,price_ksh,fuel_type,transmission,car_name,body_type,annual_insurance,condition,source
"116,000km",2015/1,,"1,980cc",5,10000.0,PETROL,AT,,SUV,,,SBT-Japan
"50,000km",2021/2,,"1,200cc",,9960.0,HYBRID(PETROL),AT,,SUV,,,SBT-Japan
"76,000km",2017/8,,"2,480cc",,9940.0,PETROL,AT,,SUV,,,SBT-Japan
"238,000km",2010/12,,"4,000cc",,9900.0,PETROL,AT,,SUV,,,SBT-Japan
"110,000km",2016/3,,"2,990cc",3[39],9840.0,DIESEL,DUONIC,,Bus,,,SBT-Japan
"251,000km",2007/2,,"4,770cc",3,9580.0,DIESEL,MT,,Truck,,,SBT-Japan
"86,000km",1986/6,,"3,560cc",3,9540.0,DIESEL,MT,,Truck,,,SBT-Japan
"86,000km",1988/7,,"3,600cc",,9520.0,DIESEL,MT,,Truck,,,SBT-Japan
"92,000km",2015/12,,"1,980cc",5,9500.0,PETROL,AT,,SUV,,,SBT-Japan
"226,000km",2005/10,,"4,800cc",,9440.0,DIESEL,MT,,Truck,,,SBT-Japan
"82,000km",2017/4,,"2,000cc",,9270.0,PETROL,AT,,SUV,,,SBT-Japan
"116,000km",2019/4,,"1,990cc",5,9250.0,HYBRID(PETROL),AT,,SUV,,,SBT-Japan
"224,000km",2011/6,,"3,000cc",,9250.0,DIESEL,MT,,Truck,,,SBT-Japan
"269,000km",2007/12,,"4,000cc",,9240.0,DIESEL,MT,,Truck,,,SBT-Japan
"97,000km",2020/9,,"1,190cc",5,9230.0,HYBRID(PETROL),AT,,SUV,,,SBT-Japan
"265,000km",2006/3,,"4,000cc",,9230.0,DIESEL,MT,,Truck,,,SBT-Japan
"144,000km",2014/1,,"1,980cc",5,9200.0,PETROL,AT,,SUV,,,SBT-Japan
"93,000km",2017/11,,"1,990cc",5,9190.0,PETROL,AT,,SUV,,,SBT-Japan
"332,000km",2014/7,,"4,000cc",3,9160.0,DIESEL,MT,,Truck,,,SBT-Japan
"101,000km",2013/12,,"1,980cc",5,9100.0,PETROL,AT,,SUV,,,SBT-Japan
"38,000km",2020/2,,"1,800cc",,9100.0,HYBRID(PETROL),AT,,Hatchback,,,SBT-Japan
"114,000km",2008/3,,"2,700cc",,8910.0,PETROL,AT,,SUV,,,SBT-Japan
"111,000km",2011/8,,"2,400cc",,8910.0,PETROL,AT,,SUV,,,SBT-Japan
"125,000km",2011/9,,"2,360cc",5,8900.0,PETROL,AT,,SUV,,,SBT-Japan
"575,000km",2000/3,,"8,200cc",,8830.0,DIESEL,6MT,,Truck,,,SBT-Japan
"85,000km",2022/7,,"1,790cc",5,8780.0,PETROL,AT,,Station Wagon,,,SBT-Japan
"65,000km",2017/2,,"2,000cc",,8780.0,PETROL,AT,,SUV,,,SBT-Japan
"64,000km",1996/7,,"4,100cc",3,8690.0,DIESEL,MT,,Truck,,,SBT-Japan
"122,000km",2017/7,,"1,990cc",5,8680.0,PETROL,AT,,SUV,,,SBT-Japan
"287,000km",2020/1,,"2,480cc",3[6],8620.0,DIESEL,5MT,,Van,,,SBT-Japan
"83,000km",2016/2,,"1,990cc",5,8620.0,PETROL,AT,,SUV,,,SBT-Japan
"150,000km",2003/8,,"2,690cc",5,8580.0,PETROL,AT,,Pick up,,,SBT-Japan
"120,000km",2016/2,,"2,000cc",,8530.0,PETROL,AT,,SUV,,,SBT-Japan
"36,000km",2022/2,,"1,500cc",,8480.0,HYBRID(PETROL),AT,,Hatchback,,,SBT-Japan
"90,000km",2015,,"1,496cc",5,8390.0,PETROL,AT,,SUV,,,SBT-Japan
"110,000km",1996/9,,"3,600cc",,8390.0,DIESEL,MT,,Truck,,,SBT-Japan
"224,000km",2012/4,,"2,690cc",10,8300.0,PETROL,AT,,Wagon,,,SBT-Japan
"132,000km",2016/4,,"2,000cc",,8260.0,PETROL,AT,,Wagon,,,SBT-Japan
"156,000km",2016/5,,"2,000cc",,8250.0,PETROL,AT,,Van,,,SBT-Japan
"120,000km",2015/9,,"2,000cc",,8210.0,PETROL,AT,,Wagon,,,SBT-Japan
"216,000km",2017/4,,"2,000cc",,8150.0,PETROL,AT,,Van,,,SBT-Japan
"144,000km",2016/1,,"1,990cc",3[6],8120.0,PETROL,5MT,,Van,,,SBT-Japan
"440,000km",2006/7,,"4,890cc",,8030.0,DIESEL,MT,,Truck,,,SBT-Japan
"115,000km",2017/2,,"2,000cc",,7990.0,PETROL,AT,,SUV,,,SBT-Japan
"72,000km",2004/1,,"4,610cc",3,7960.0,DIESEL,MT,,Truck,,,SBT-Japan
"99,000km",2011/11,,"2,400cc",,7950.0,PETROL,AT,,SUV,,,SBT-Japan
"99,000km",2016/1,,"1,990cc",5,7910.0,PETROL,AT,,SUV,,,SBT-Japan
"45,000km",2014/2,,"1,500cc",,7910.0,PETROL,AT,,Sedan,,,SBT-Japan
"117,000km",2017/9,,"1,400cc",,7880.0,PETROL,AT,,Hatchback,,,SBT-Japan
"149,000km",2021/2,,"1,500cc",,7860.0,HYBRID(PETROL),AT,,Hatchback,,,SBT-Japan
"52,000km",2019/6,,"1,590cc",5,7840.0,PETROL,AT,,SUV,,,SBT-Japan
"509,000km",2006/4,,"4,890cc",,7830.0,DIESEL,MT,,Truck,,,SBT-Japan
"84,000km",2016/3,,"2,000cc",,7820.0,PETROL,AT,,SUV,,,SBT-Japan
"90,000km",2021/10,,"1,190cc",5,7800.0,HYBRID(PETROL),AT,,Hatchback,,,SBT-Japan
"101,000km",2016/1,,"2,000cc",,7800.0,PETROL,AT,,SUV,,,SBT-Japan
"179,000km",1996/9,,"3,560cc",3,7760.0,DIESEL,MT,,Truck,,,SBT-Japan
"190,000km",2019/12,,"1,990cc",3[6],7760.0,PETROL,AT,,Van,,,SBT-Japan
"132,000km",2016/8,,"2,000cc",,7670.0,PETROL,AT,,SUV,,,SBT-Japan
"258,000km",2016/3,,"2,500cc",,7650.0,DIESEL,AT,,Van,,,SBT-Japan
"128,000km",2017/3,,"1,990cc",3[6],7560.0,PETROL,AT,,Van,,,SBT-Japan
"183,000km",2001/12,,"4,600cc",,7550.0,DIESEL,MT,,Truck,,,SBT-Japan
"96,000km",2019/9,,"2,000cc",,7540.0,HYBRID(PETROL),AT,,Mini Van,,,SBT-Japan
"210,000km",2016/7,,"4,000cc",,7520.0,DIESEL,MT,,Truck,,,SBT-Japan
"44,000km",2020/3,,"1,500cc",,7510.0,PETROL,AT,,Hatchback,,,SBT-Japan
"237,000km",2003/9,,"4,200cc",,7490.0,DIESEL,MT,,Truck,,,SBT-Japan
"352,000km",2008/2,,"4,000cc",,7380.0,DIESEL,MT,,Truck,,,SBT-Japan
"61,000km",2016/11,,"1,995cc",,7350.0,PETROL,AT,,SUV,,,SBT-Japan
"90,000km",2021/6,,"1,500cc",,7300.0,HYBRID(PETROL),AT,,Hatchback,,,SBT-Japan
"279,000km",2001/8,,"2,980cc",2,7250.0,DIESEL,AT,,Van,,,SBT-Japan
"99,000km",2015/8,,"1,490cc",5,7240.0,HYBRID(PETROL),AT,,SUV,,,SBT-Japan
"15,000km",2019/12,,"1,500cc",,7220.0,PETROL,AT,,Sedan,,,SBT-Japan
"85,000km",2020/5,,"1,500cc",,7200.0,HYBRID(PETROL),AT,,Station Wagon,,,SBT-Japan
"177,000km",2021/2,,"1,600cc",,7180.0,PETROL,AT,,Van,,,SBT-Japan
"108,000km",2020/1,,"1,500cc",,7150.0,HYBRID(PETROL),AT,,Station Wagon,,,SBT-Japan
"75,000km",2019/7,,"1,500cc",,7150.0,PETROL,AT,,Sedan,,,SBT-Japan
"42,000km",2012/2,,"1,500cc",,6960.0,PETROL,AT,,Sedan,,,SBT-Japan
"127,000km",2016/1,,"2,000cc",,6960.0,PETROL,AT,,SUV,,,SBT-Japan
"365,000km",2013/2,,"4,000cc",,6920.0,DIESEL,MT,,Truck,,,SBT-Japan
"59,000km",2019/7,,"1,490cc",5,6890.0,HYBRID(PETROL),AT,,Sedan,,,SBT-Japan
"146,000km",1994/12,,"3,450cc",3,6890.0,DIESEL,MT,,Truck,,,SBT-Japan
"326,000km",2003/11,,"4,610cc",,6850.0,DIESEL,MT,,Truck,,,SBT-Japan
"25,000km",2017/9,,"1,320cc",5,6760.0,PETROL,AT,,Hatchback,,,SBT-Japan
"70,000km",2019/5,,"1,500cc",,6740.0,PETROL,AT,,Sedan,,,SBT-Japan
"172,000km",2015/6,,"2,000cc",,6670.0,PETROL,AT,,Wagon,,,SBT-Japan
"108,000km",2014/9,,"1,400cc",,6650.0,PETROL,AT,,SUV,,,SBT-Japan
"80,000km",2021/4,,"1,490cc",5,6570.0,HYBRID(PETROL),AT,,Hatchback,,,SBT-Japan
"283,000km",2006/8,,"4,000cc",,6550.0,DIESEL,6MT,,Truck,,,SBT-Japan
"170,000km",2016/3,,"1,990cc",5,6480.0,HYBRID(PETROL),AT,,Sedan,,,SBT-Japan
"519,000km",2003/3,,"5,200cc",,6420.0,DIESEL,MT,,Truck,,,SBT-Japan
"84,000km",2016/4,,"2,200cc",,6400.0,DIESEL,AT,,SUV,,,SBT-Japan
"325,000km",2004/7,,"4,900cc",,6390.0,DIESEL,MT,,Truck,,,SBT-Japan
"161,000km",2008/5,,"4,000cc",3,6360.0,DIESEL,MT,,Truck,,,SBT-Japan
"86,000km",2018/2,,"1,990cc",5,6360.0,PETROL,AT,,Hatchback,,,SBT-Japan
"69,000km",2021/2,,"1,500cc",,6340.0,HYBRID(PETROL),AT,,Hatchback,,,SBT-Japan
"249,000km",2020/7,,"1,490cc",5,6280.0,HYBRID(PETROL),AT,,Station Wagon,,,SBT-Japan
"87,000km",2011,,"2,400cc",,6280.0,PETROL,AT,,SUV,,,SBT-Japan
"146,000km",2016/2,,"1,500cc",,6260.0,DIESEL,AT,,SUV,,,SBT-Japan
"156,000km",2011/8,,"3,000cc",,6190.0,DIESEL,MT,,Bus,,,SBT-Japan
"123,000km",2021/2,,"1,500cc",,6120.0,HYBRID(PETROL),AT,,Hatchback,,,SBT-Japan
"544,000km",2003/6,,"4,600cc",,6120.0,DIESEL,MT,,Truck,,,SBT-Japan
"75,000km",2016/9,,"1,990cc",5,6110.0,PETROL,AT,,SUV,,,SBT-Japan
"55,000km",2019/2,,"1,500cc",,6110.0,HYBRID(PETROL),AT,,Station Wagon,,,SBT-Japan
"94,000km",2021/6,,"1,490cc",,6110.0,HYBRID(PETROL),AT,,Hatchback,,,SBT-Japan
"56,000km",2017/7,,"1,500cc",,6100.0,HYBRID(PETROL),AT,,Sedan,,,SBT-Japan
"443,000km",2007/8,,"4,890cc",,6100.0,DIESEL,MT,,Truck,,,SBT-Japan
"94,000km",2012/10,,"1,800cc",,6100.0,PETROL,AT,,Sedan,,,SBT-Japan
"46,000km",2019/2,,"1,500cc",,6040.0,HYBRID(PETROL),AT,,Station Wagon,,,SBT-Japan
"101,000km",2012/3,,"2,360cc",5,6030.0,PETROL,AT,,SUV,,,SBT-Japan
"33,000km",2010/3,,"2,400cc",5,6030.0,PETROL,AT,,SUV,,,SBT-Japan
"144,000km",2019/2,,"1,600cc",,6010.0,PETROL,AT,,Van,,,SBT-Japan
"131,000km",2012/3,,"1,490cc",5,6010.0,PETROL,AT,,Sedan,,,SBT-Japan
"189,000km",2008/11,,"4,000cc",,6000.0,DIESEL,MT,,Truck,,,SBT-Japan
"133,000km",2009/5,,"2,360cc",5,5980.0,PETROL,AT,,SUV,,,SBT-Japan
"83,000km",2008/4,,"2,400cc",,5980.0,PETROL,AT,,SUV,,,SBT-Japan
"346,000km",2005/11,,"2,490cc",,5960.0,DIESEL,AT,,Truck,,,SBT-Japan
"136,000km",2015/2,,"2,000cc",,5950.0,DIESEL,AT,,Sedan,,,SBT-Japan
"174,000km",2005/4,,"4,890cc",,5940.0,DIESEL,MT,,Truck,,,SBT-Japan
"57,000km",2019/2,,"1,490cc",2[5],5920.0,PETROL,AT,,Van,,,SBT-Japan
"162,000km",2011/9,,"2,360cc",,5920.0,PETROL,AT,,SUV,,,SBT-Japan
"145,000km",2019/1,,"1,490cc",5,5900.0,HYBRID(PETROL),AT,,Station Wagon,,,SBT-Japan
"73,000km",2009/3,,"2,400cc",,5890.0,PETROL,AT,,SUV,,,SBT-Japan
"42,000km",2010/3,,"1,490cc",5,5890.0,PETROL,AT,,Sedan,,,SBT-Japan
"433,000km",1999/10,,"3,660cc",,5890.0,DIESEL,MT,,Truck,,,SBT-Japan
"200,000km",2011/12,,"3,490cc",7,5880.0,PETROL,AT,,SUV,,,SBT-Japan
"62,000km",2020/9,,"1,200cc",,5860.0,HYBRID(PETROL),AT,,Hatchback,,,SBT-Japan
"139,000km",2008/2,,"2,360cc",7,5850.0,PETROL,AT,,SUV,,,SBT-Japan
"102,000km",2021/6,,"1,490cc",,5850.0,HYBRID(PETROL),AT,,Hatchback,,,SBT-Japan
"233,000km",2003/9,,"1,990cc",3[6],5830.0,PETROL,AT,,Van,,,SBT-Japan
"336,000km",2009/9,,"2,982cc",6,5820.0,DIESEL,AT,,Van,,,SBT-Japan
"80,000km",2015/6,,"1,490cc",5,5810.0,PETROL,AT,,Sedan,,,SBT-Japan
"285,000km",1991/8,,"2,770cc",2[5],5760.0,DIESEL,AT,,Van,,,SBT-Japan
"82,000km",2020/2,,"1,500cc",,5760.0,PETROL,AT,,Van,,,SBT-Japan
"82,000km",2010/11,,"2,400cc",,5750.0,PETROL,AT,,SUV,,,SBT-Japan
"37,000km",2015/6,,"1,500cc",,5750.0,HYBRID(PETROL),AT,,Sedan,,,SBT-Japan
"63,000km",2019/11,,990cc,5,5720.0,PETROL,AT,,Hatchback,,,SBT-Japan
"134,000km",2010/4,,"1,500cc",,5700.0,PETROL,AT,,Sedan,,,SBT-Japan
"108,000km",2016/2,,"1,990cc",5,5700.0,PETROL,AT,,SUV,,,SBT-Japan
"120,000km",2021/6,,"1,500cc",,5700.0,HYBRID(PETROL),AT,,Hatchback,,,SBT-Japan
"211,000km",2002/6,,"2,690cc",8,5690.0,PETROL,AT,,SUV,,,SBT-Japan
"251,000km",1990,,"3,600cc",,5690.0,DIESEL,MT,,Truck,,,SBT-Japan
"109,000km",2020/2,,"1,500cc",,5690.0,PETROL,AT,,Van,,,SBT-Japan
"109,000km",2020/1,,"1,500cc",,5690.0,PETROL,AT,,Van,,,SBT-Japan
"61,000km",2016/3,,"1,490cc",5,5660.0,HYBRID(PETROL),AT,,Sedan,,,SBT-Japan
"106,000km",2020/2,,"1,500cc",,5650.0,PETROL,AT,,Van,,,SBT-Japan
"67,000km",2019/11,,990cc,5,5630.0,PETROL,AT,,Hatchback,,,SBT-Japan
"503,000km",1997/3,,"3,430cc",,5610.0,DIESEL,MT,,Truck,,,SBT-Japan
"288,000km",2005/8,,"4,000cc",,5610.0,DIESEL,6MT,,Truck,,,SBT-Japan
"100,000km",2022/2,,"1,000cc",,5550.0,PETROL,AT,,Hatchback,,,SBT-Japan
"70,000km",2019/10,,990cc,5,5540.0,PETROL,AT,,Hatchback,,,SBT-Japan
"75,000km",2019/10,,990cc,5,5540.0,PETROL,AT,,Hatchback,,,SBT-Japan
"74,000km",2019/2,,990cc,5,5540.0,PETROL,AT,,Hatchback,,,SBT-Japan
"76,000km",2019/10,,990cc,5,5540.0,PETROL,AT,,Hatchback,,,SBT-Japan
"50,000km",2007/7,,"1,800cc",,5530.0,PETROL,MT,,Truck,,,SBT-Japan
"101,000km",2013/5,,"2,000cc",,5530.0,PETROL,AT,,SUV,,,SBT-Japan
"181,000km",2013/10,,"2,350cc",5,5520.0,PETROL,AT,,SUV,,,SBT-Japan
"242,000km",2005/6,,"4,000cc",3,5520.0,DIESEL,MT,,Truck,,,SBT-Japan
"89,000km",2019/1,,"1,500cc",,5520.0,PETROL,AT,,Hatchback,,,SBT-Japan
"93,000km",1994/6,,"2,440cc",,5520.0,DIESEL,MT,,Truck,,,SBT-Japan
"63,000km",2010/8,,"2,400cc",5,5510.0,PETROL,AT,,SUV,,,SBT-Japan
"77,000km",2019/2,,"1,490cc",5,5500.0,HYBRID(PETROL),AT,,Hatchback,,,SBT-Japan
"428,000km",1999/9,,"4,890cc",3,5500.0,DIESEL,MT,,Truck,,,SBT-Japan
"106,000km",2015/3,,"1,400cc",,5500.0,PETROL,AT,,Hatchback,,,SBT-Japan
"117,000km",2010/2,,"2,360cc",5,5470.0,PETROL,AT,,SUV,,,SBT-Japan
"277,000km",2008/1,,"4,000cc",,5470.0,DIESEL,MT,,Truck,,,SBT-Japan
"54,000km",2019/2,,"1,320cc",2[5],5440.0,PETROL,AT,,Van,,,SBT-Japan
"107,000km",2020/8,,"1,200cc",,5440.0,HYBRID(PETROL),AT,,Hatchback,,,SBT-Japan
"149,000km",2010/8,,"2,400cc",,5440.0,PETROL,AT,,SUV,,,SBT-Japan
"245,000km",2009/5,,"2,980cc",3[6],5430.0,DIESEL,AT,,Van,,,SBT-Japan
"217,000km",2006/12,,"1,800cc",,5420.0,PETROL,MT,,Truck,,,SBT-Japan
"228,000km",2020/2,,"1,800cc",,5410.0,HYBRID(PETROL),AT,,Station Wagon,,,SBT-Japan
"107,000km",2011/1,,"2,400cc",,5410.0,PETROL,AT,,SUV,,,SBT-Japan
"712,000km",2003/2,,"4,890cc",,5400.0,DIESEL,MT,,Truck,,,SBT-Japan
"69,000km",2019/2,,990cc,5,5370.0,PETROL,AT,,Hatchback,,,SBT-Japan
"123,000km",2007/2,,"2,360cc",5,5370.0,PETROL,AT,,SUV,,,SBT-Japan
"82,000km",2014/1,,"1,990cc",5,5360.0,PETROL,AT,,SUV,,,SBT-Japan
"310,000km",2014/3,,"1,990cc",3,5350.0,PETROL,AT,,Truck,,,SBT-Japan
"100,000km",2014/11,,"1,500cc",,5350.0,PETROL,AT,,Station Wagon,,,SBT-Japan
"142,000km",2019/7,,"1,500cc",,5330.0,HYBRID(PETROL),AT,,Station Wagon,,,SBT-Japan
"195,000km",2015/7,,"1,990cc",7,5310.0,PETROL,AT,,SUV,,,SBT-Japan
"161,000km",2020/2,,"1,300cc",,5310.0,PETROL,AT,,Hatchback,,,SBT-Japan
"184,000km",2010/4,,"4,000cc",,5310.0,DIESEL,MT,,Truck,,,SBT-Japan
"86,000km",2014/2,,"1,990cc",5,5300.0,PETROL,AT,,SUV,,,SBT-Japan
"86,000km",2017/8,,"1,490cc",5,5300.0,PETROL,AT,,Sedan,,,SBT-Japan
"177,000km",2012/4,,"1,990cc",5,5290.0,PETROL,AT,,SUV,,,SBT-Japan
"57,000km",2007/7,,"1,500cc",,5280.0,PETROL,AT,,Sedan,,,SBT-Japan
"164,000km",2012/4,,"1,990cc",5,5270.0,PETROL,AT,,SUV,,,SBT-Japan
"78,000km",2016/6,,"1,990cc",5,5260.0,PETROL,AT,,Sedan,,,SBT-Japan
"130,000km",2017/1,,"1,500cc",,5260.0,HYBRID(PETROL),AT,,Station Wagon,,,SBT-Japan
"303,000km",2005/12,,"2,970cc",,5260.0,DIESEL,MT,,Truck,,,SBT-Japan
"133,000km",2008/12,,"1,790cc",5,5250.0,PETROL,AT,,Sedan,,,SBT-Japan
"139,000km",2015/6,,"2,200cc",,5240.0,DIESEL,AT,,SUV,,,SBT-Japan
"321,000km",2008/2,,"4,000cc",,5240.0,DIESEL,MT,,Truck,,,SBT-Japan
"167,000km",2011/11,,"4,000cc",2,5220.0,HYBRID(DIESEL),PROSHIFT,,Truck,,,SBT-Japan
"198,000km",2002/1,,"2,700cc",,5210.0,PETROL,AT,,SUV,,,SBT-Japan
"89,000km",1998/3,,"3,000cc",,5200.0,DIESEL,AT,,Wagon,,,SBT-Japan
"210,000km",1996/2,,"3,430cc",,5200.0,DIESEL,MT,,Truck,,,SBT-Japan
"110,000km",2016/9,,"1,997cc",5,5190.0,PETROL,AT,,SUV,,,SBT-Japan
"189,000km",2007/6,,"2,360cc",5,5180.0,PETROL,AT,,SUV,,,SBT-Japan
"222,000km",2008/3,,"2,400cc",,5180.0,PETROL,AT,,SUV,,,SBT-Japan
"96,000km",2014/1,,"1,990cc",5,5150.0,PETROL,AT,,SUV,,,SBT-Japan
"141,000km",2008/2,,"2,360cc",5,5140.0,PETROL,AT,,SUV,,,SBT-Japan
"203,000km",2008/4,,"2,400cc",,5090.0,PETROL,AT,,SUV,,,SBT-Japan
"84,000km",2008/3,,"1,790cc",5,5050.0,PETROL,AT,,Sedan,,,SBT-Japan
"91,000km",2014/8,,"1,490cc",,5020.0,PETROL,AT,,Station Wagon,,,SBT-Japan
"53,000km",2013/5,,"1,790cc",5,4950.0,PETROL,AT,,Sedan,,,SBT-Japan
"84,000km",2017/2,,"1,490cc",,4940.0,HYBRID(PETROL),AT,,Hatchback,,,SBT-Japan
"143,000km",2017/6,,"1,300cc",,4940.0,PETROL,AT,,Sedan,,,SBT-Japan
"153,000km",2010,,"1,986cc",5,4920.0,PETROL,AT,,Sedan,,,SBT-Japan
"37,000km",2015/8,,"1,490cc",5,4910.0,HYBRID(PETROL),AT,,Sedan,,,SBT-Japan
"148,000km",2014/5,,"1,790cc",5,4900.0,PETROL,AT,,Sedan,,,SBT-Japan
"146,000km",2015/3,,"1,490cc",5,4890.0,DIESEL,AT,,SUV,,,SBT-Japan
"107,000km",2014/2,,"1,980cc",7,4890.0,PETROL,AT,,Wagon,,,SBT-Japan
"154,000km",2020/1,,"1,490cc",2[5],4880.0,PETROL,AT,,Station Wagon,,,SBT-Japan
"166,000km",2017/2,,"1,600cc",,4880.0,PETROL,AT,,Van,,,SBT-Japan
"187,000km",2012/3,,"1,990cc",5,4850.0,PETROL,AT,,SUV,,,SBT-Japan
"59,000km",2004/2,,"1,780cc",3,4850.0,PETROL,MT,,Truck,,,SBT-Japan
"129,000km",2014/4,,"2,000cc",,4850.0,PETROL,AT,,SUV,,,SBT-Japan
"51,000km",2015/3,,"2,000cc",,4850.0,PETROL,AT,,Sedan,,,SBT-Japan
"225,000km",2006/2,,"1,780cc",3,4840.0,PETROL,MT,,Truck,,,SBT-Japan
"510,000km",2011/3,,"3,000cc",,4820.0,DIESEL,MT,,Truck,,,SBT-Japan
"93,000km",2014/2,,"1,990cc",5,4800.0,PETROL,AT,,SUV,,,SBT-Japan
"94,000km",2013/5,,"1,990cc",5,4800.0,PETROL,AT,,SUV,,,SBT-Japan
"126,000km",2012/3,,"1,990cc",5,4790.0,PETROL,AT,,SUV,,,SBT-Japan
"106,000km",2014/10,,"1,490cc",5,4790.0,PETROL,AT,,Station Wagon,,,SBT-Japan
"238,000km",2012/7,,"1,490cc",5,4790.0,PETROL,AT,,SUV,,,SBT-Japan
"96,000km",2014/7,,"2,350cc",7,4780.0,PETROL,AT,,SUV,,,SBT-Japan
"72,000km",2016/3,,"1,300cc",,4770.0,PETROL,AT,,Hatchback,,,SBT-Japan
"400,000km",2008/4,,"2,970cc",,4760.0,DIESEL,MT,,Truck,,,SBT-Japan
"68,000km",2016/12,,"1,600cc",,4760.0,PETROL,AT,,SUV,,,SBT-Japan
"152,000km",2004/8,,"4,000cc",,4750.0,DIESEL,AT,,Truck,,,SBT-Japan
"80,000km",2013/7,,"1,990cc",5,4700.0,PETROL,AT,,SUV,,,SBT-Japan
"102,000km",2013/3,,"1,990cc",5,4700.0,PETROL,AT,,SUV,,,SBT-Japan
"122,000km",2013/10,,"1,990cc",5,4700.0,PETROL,AT,,SUV,,,SBT-Japan
"216,000km",1996/2,,"1,760cc",5,4680.0,PETROL,AT,,Sedan,,,SBT-Japan
"107,000km",2016/2,,"1,300cc",,4680.0,PETROL,AT,,Hatchback,,,SBT-Japan
"202,000km",2002/1,,"1,790cc",5,4660.0,PETROL,AT,,SUV,,,SBT-Japan
"78,000km",2005/2,,"1,990cc",5,4630.0,PETROL,AT,,SUV,,,SBT-Japan
"65,000km",2017/5,,"1,310cc",5,4610.0,PETROL,AT,,Hatchback,,,SBT-Japan
"84,000km",2013/4,,"1,990cc",5,4600.0,PETROL,AT,,SUV,,,SBT-Japan
"52,000km",2007/1,,"3,500cc",,4590.0,PETROL,AT,,SUV,,,SBT-Japan
"110,000km",2016/1,,"1,300cc",,4570.0,PETROL,AT,,Hatchback,,,SBT-Japan
"139,000km",2008/2,,"1,500cc",,4570.0,PETROL,AT,,Sedan,,,SBT-Japan
"228,000km",2009/4,,"4,000cc",,4570.0,DIESEL,AT,,Truck,,,SBT-Japan
"380,000km",2013/2,,"2,990cc",,4560.0,DIESEL,MT,,Truck,,,SBT-Japan
"97,000km",2017/1,,"1,990cc",8,4550.0,PETROL,AT,,Mini Van,,,SBT-Japan
"248,000km",2004/3,,"1,800cc",,4550.0,PETROL,MT,,Truck,,,SBT-Japan
"28,000km",2008/10,,"1,500cc",,4550.0,PETROL,AT,,Sedan,,,SBT-Japan
"43,000km",2012/3,,"1,790cc",5,4540.0,PETROL,AT,,Sedan,,,SBT-Japan
"42,000km",2017/3,,"1,490cc",5,4530.0,HYBRID(PETROL),AT,,Hatchback,,,SBT-Japan
"101,000km",2016/7,,"1,320cc",5,4520.0,PETROL,AT,,Hatchback,,,SBT-Japan
"62,000km",2016/12,,"1,317cc",,4520.0,PETROL,AT,,Hatchback,,,SBT-Japan
"249,000km",2010/1,,"2,980cc",6,4490.0,DIESEL,AT,,Truck,,,SBT-Japan
"144,000km",2018/3,,"1,500cc",,4490.0,HYBRID(PETROL),AT,,Hatchback,,,SBT-Japan
"74,000km",2009/11,,"2,000cc",,4490.0,PETROL,AT,,Sedan,,,SBT-Japan
"77,000km",2016/4,,"1,310cc",,4470.0,PETROL,AT,,Hatchback,,,SBT-Japan
"184,000km",2014/2,,"2,000cc",,4410.0,PETROL,AT,,Wagon,,,SBT-Japan
"208,000km",2003/9,,"4,020cc",,4400.0,DIESEL,MT,,Truck,,,SBT-Japan
"91,000km",2002/6,,"1,800cc",,4390.0,PETROL,MT,,Truck,,,SBT-Japan
"113,000km",2017/3,,"1,320cc",5,4380.0,PETROL,AT,,Hatchback,,,SBT-Japan
"162,000km",2014/2,,"1,490cc",5,4370.0,PETROL,AT,,Station Wagon,,,SBT-Japan
"167,000km",2014/3,,"2,000cc",,4350.0,PETROL,AT,,Wagon,,,SBT-Japan
"88,000km",2016/3,,"1,500cc",,4350.0,HYBRID(PETROL),AT,,Hatchback,,,SBT-Japan
"108,000km",2008/9,,"1,500cc",,4340.0,PETROL,AT,,SUV,,,SBT-Japan
"85,000km",2015/8,,"1,490cc",7,4330.0,PETROL,AT,,Mini Van,,,SBT-Japan
"126,000km",2015/6,,"1,496cc",5,4320.0,PETROL,AT,,Hatchback,,,SBT-Japan
"78,000km",2020/11,,"1,190cc",5,4320.0,PETROL,AT,,Hatchback,,,SBT-Japan
"89,000km",2012/3,,"2,000cc",,4320.0,PETROL,AT,,Wagon,,,SBT-Japan
"188,000km",2022/1,,660cc,,4320.0,PETROL,AT,,Truck,,,SBT-Japan
"83,000km",2020/3,,990cc,5,4300.0,PETROL,AT,,Hatchback,,,SBT-Japan
"109,000km",2016/4,,"1,500cc",,4300.0,HYBRID(PETROL),AT,,Hatchback,,,SBT-Japan
"81,000km",2012/3,,"2,000cc",,4290.0,PETROL,AT,,Wagon,,,SBT-Japan
"82,000km",2016/3,,"1,500cc",,4280.0,HYBRID(PETROL),AT,,Hatchback,,,SBT-Japan
"116,000km",2014/4,,"2,188cc",5,4270.0,DIESEL,AT,,SUV,,,SBT-Japan
"142,000km",2012/8,,"2,180cc",5,4270.0,DIESEL,AT,,SUV,,,SBT-Japan
"138,000km",2016/11,,"1,500cc",,4260.0,HYBRID(PETROL),AT,,Hatchback,,,SBT-Japan
"52,000km",2017/8,,"2,000cc",,4210.0,DIESEL,AT,,Hatchback,,,SBT-Japan
"116,000km",2016/9,,"1,500cc",,4200.0,HYBRID(PETROL),AT,,Hatchback,,,SBT-Japan
